"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/10/2017","Rasi Associates Inc","RASI ASSOCIATES INC. BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"5/10/2017","Shay's Pub & Wine Bar","SHAYS PUB WINE BAR CAMBRIDGE MA","22.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/10/2017","Lyft","LYFT *RIDE WED 9PM LYFT.COM CA","4.20","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"5/10/2017","Goodwill Industries","GOODWILL SOMERVILL SOMERVILLE MA","13.28","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"5/10/2017","Newsfeed Cafe","SQ *NEWSFEED CAFE BOSTON MA","5.35","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/10/2017","CVS","CVS/PHARMACY #08319 SOMERVILLE MA","2.49","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"5/10/2017","Deposit","DEPOSIT","183.00","credit","Income","eChecking","",""
"5/09/2017","Nu Cafe X","NU CAFE X ING 21306436 BOSTON MA","4.61","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/09/2017","Pavement Coffee","SQ *PAVEMENT COFFEE BOSTON MA","3.21","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/09/2017","Nayax Llc","NAYAX LLC 7 HUNT VALLEY MD","1.40","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"5/08/2017","Tst Tatte Bakery","TST* TATTE BAKERY CHARLESBOSTON MA","9.36","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/08/2017","Stop & Shop","STOP & SHOP 0412 BOSTON MA","11.91","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"5/08/2017","Mbta Downtown X","DEBIT CARD DEBIT MBTA DOWNTOWN X DEBIT CARD DEBIT MBTA DOWNTOWN X BOSTON MA","9.00","debit","Public Transportation","eChecking","",""
"5/08/2017","Primark Dwntwn","DEBIT CARD DEBIT PRIMARK DWNTWN DEBIT CARD DEBIT PRIMARK DWNTWN BOSTON MA","15.00","debit","Clothing","eChecking","",""
"5/07/2017","Pour House","THE POUR HOUSE BOSTON MA","27.56","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"5/07/2017","Mbta Kenmore","MBTA KENMORE BOSTON MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"5/07/2017","Pho Basil Boston","PHO BASIL - BOSTON BOSTON MA","43.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/07/2017","Starbucks","STARBUCKS STORE 07234 BOSTON XXXX-XXXX-XXXX-3897","3.15","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/07/2017","Revelator Coffe","SQ *REVELATOR COFFE BOSTON MA","4.67","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/07/2017","N Eastrn Unv","N-EASTRN-UNV-BKSTORE#6560BOSTON MA","30.66","debit","Books & Supplies","Costco Anywhere Visa® Card by Citi","",""
"5/07/2017","Regal Fenway","REGAL FENWAY 13 BOSTON MA","11.95","debit","Movies & DVDs","Costco Anywhere Visa® Card by Citi","",""
"5/07/2017","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","16.51","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"5/06/2017","Starbucks","STARBUCKS SOUTH STATION BOSTON MA","4.26","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/06/2017","Canary Square","CANARY SQUARE JAMAICA PLAINMA","35.00","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/06/2017","Stop & Shop","STOP & SHOP 0075 JAMAICA PLAINMA","23.73","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"5/06/2017","Starbucks","STARBUCKS STORE 07102 CAMBRIDGE MA","7.06","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/06/2017","Uber.com","UBER US MAY06 CA3YK HELP.UBER.COMCA","3.58","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"5/05/2017","Dunkin Donuts","DUNKIN #341489 Q35 BOSTON MA","4.38","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/05/2017","Render Coffee","SQ *RENDER COFFEE BOSTON MA","2.94","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/05/2017","Lyft","LYFT *RIDE FRI 8PM LYFT.COM CA","5.08","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"5/05/2017","Conor Larkin Gri","CONOR LARKIN'S GRI BOSTON MA","6.34","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"5/04/2017","Mbta Ruggles","MBTA RUGGLES BOSTON MA","9.00","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"5/04/2017","Au Bon Pain","NORTHSTRN AUBONPAIN 14 BOSTON MA","3.62","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/04/2017","Chartwells N","CHARTWELLS N21032842 BOSTON MA","2.99","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"5/04/2017","Pavement Coffee","SQ *PAVEMENT COFFEE BOSTON MA","3.74","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/04/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","83.95","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"5/04/2017","Venmo","VENMO           PAYMENT","23.75","debit","Transfer","eChecking","",""
"5/03/2017","Amelias Taqueria","AMELIAS TAQUERIA 2 BOSTON MA","10.33","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/03/2017","Check 5032","SHARE DRAFT 5032","3400.00","debit","Home","eChecking","",""
"5/02/2017","Dunkin Donuts","DUNKIN #301292 Q35 JAMAICA PLAINMA","2.12","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/02/2017","Caffe Nero Jamaica","CAFFE NERO JAMAICA PLAIN BOSTON MA","7.44","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/02/2017","Caffe Nero Jamaica","CAFFE NERO JAMAICA PLAIN BOSTON MA","5.62","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/02/2017","Stop & Shop","STOP & SHOP 0075 JAMAICA PLAINMA","22.89","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"5/02/2017","Check 1050","SHARE DRAFT 1050","326.00","debit","Taxes","eChecking","",""
"5/01/2017","Nu Chart Sweet","NU CHART SWEET28259596 BOSTON MA","3.65","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/01/2017","Chartwells N","CHARTWELLS N21032842 BOSTON MA","1.25","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"5/01/2017","Coffee Exchange","TST* COFFEE EXCHANGE RI PROVIDENCE RI","3.13","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/01/2017","Dunkin Donuts","DUNKIN #341489 Q35 BOSTON MA","2.18","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/01/2017","Nayax Llc","NAYAX LLC 7 HUNT VALLEY MD","2.60","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"5/01/2017","Comcast","COMCAST BOSTON CS 1X 800-266-2278 NH","87.47","debit","Television","Costco Anywhere Visa® Card by Citi","",""
"5/01/2017","Venmo Cashout","VENMO           CASHOUT","2644.82","credit","Income","eChecking","",""
"5/01/2017","Bank Of America","ATM 0501 0734 967187 BANK OF AME ATM 0501 0734 967187 BANK OF AMERICA         ALLSTON      MA","43.00","debit","Financial","eChecking","",""
"5/01/2017","Venmo","VENMO           PAYMENT","26.62","debit","Transfer","eChecking","",""
"4/30/2017","Bagel Gourmet","Bagel Gourmet- Brook St Providence RI","5.30","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/30/2017","Brown Dining","BROWN CARD DINING PROVIDENCE RI","2.90","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/30/2017","Eat24.com","YELPINC*EAT24 DUMPLING WWW.YELP.COM CA","24.79","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/30/2017","Mbcr Cmt Rl","MBCR CMT RL TKT 617-222-3200 MA","11.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"4/30/2017","Dividend","DIVIDEND","0.21","credit","Investments","Savings","",""
"4/29/2017","Starbucks","STARBUCKS SOUTH STATION BOSTON MA","2.13","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"4/29/2017","Dunkin Donuts","DUNKIN #301941 Q35 MEDFORD MA","2.13","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"4/29/2017","Redbones Barbecue","REDBONES BARBECUE SOMERVILLE MA","15.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/29/2017","Dunkin Donuts","DUNKIN #350304 Q35 BOSTON MA","3.31","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"4/29/2017","Redbones Barbecue","REDBONES BARBECUE SOMERVILLE MA","11.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/29/2017","McDonald's","MCDONALD'S F11729 BOSTON MA","5.76","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/29/2017","Grad Center Bar","GRAD CENTER BAR PROVIDENCE RI","15.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"4/29/2017","Mbcr Cmt Rl","MBCR CMT RL TKT 617-222-3200 MA","11.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"4/29/2017","Ben & Jerry's","BEN & JERRY'S NEWPORT RI","5.50","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/28/2017","Spotify","Spotify USA 646-8375380 NY","9.99","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"4/28/2017","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","6.45","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/28/2017","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   170425","1066.01","credit","Paycheck","eChecking","",""
"4/27/2017","Mission Hill Liquor","MISSION HILL LIQUORS ROXBURY MA","13.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"4/27/2017","Caffe Nero","CAFFE NERO 1003 BOSTON MA","5.40","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/27/2017","Mobile Deposit","Mobile Deposit","50.00","credit","Income","eChecking","",""
"4/27/2017","Citi Onlinepayment","CITI CARD ONLINEPAYMENT   170426","1254.40","debit","Credit Card Payment","eChecking","",""
"4/26/2017","Rasi Associates Inc","RASI ASSOCIATES INC. BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"4/26/2017","Kung Fu Tea","KUNG FU TEA - MASSACHU BOSTON MA","4.55","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"4/26/2017","Puddingstones","THE PUDDINGSTONE TAVERN BOSTON MA","30.00","debit","Printing","Costco Anywhere Visa® Card by Citi","",""
"4/26/2017","Pavement Coffeehouse","SQ *PAVEMENT COFFEEHOUSE Boston MA","21.13","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"4/26/2017","Chartwells N","CHARTWELLS N21032842 BOSTON MA","2.99","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/25/2017","Online Thank You","ONLINE PAYMENT, THANK YOU","1254.40","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"4/25/2017","Mbta Roxbury Xng","MBTA ROXBURY XNG ROXBURY MA","9.95","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"4/25/2017","Farmer Horse Coffee","SQ *FARMER HORSE COFFEE Boston MA","2.68","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"4/24/2017","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","6.45","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/24/2017","Pavement Coffeehouse","SQ *PAVEMENT COFFEEHOUSE Boston MA","4.55","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"4/24/2017","Wollaston's","WOLLASTON'S MARINO BOSTON MA","1.99","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/23/2017","Whole Foods","WHOLEFDS JMP #10438 JAMAICA PLAINMA","12.66","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"4/23/2017","Wine & Spirits","BLANCHARDS WINE&SPIRIT JAMAICA PLAINMA","9.97","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"4/22/2017","Uber.com","UBER US APR21 LUO7P HELP.UBER.COMCA","4.11","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"4/22/2017","Chartwells N","CHARTWELLS N21032842 BOSTON MA","11.39","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/22/2017","Stubhub Ca","STUBHUB, INC. 866-788-2482 CA","81.72","debit","Entertainment","Costco Anywhere Visa® Card by Citi","",""
"4/22/2017","CVS","CVS/PHARMACY #01259 BOSTON MA","18.90","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"4/22/2017","Wollaston's","WOLLASTON'S MARINO BOSTON MA","2.53","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/21/2017","Dunkin Donuts","DUNKIN #339117 Q35 BOSTON MA","4.04","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"4/21/2017","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","7.25","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/21/2017","Chartwells N","CHARTWELLS N21032404 BOSTON MA","9.20","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/21/2017","Tavern In The Square","TAVERN IN THE SQUARE ALLSTON MA","16.00","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"4/20/2017","Mbta Ruggles","MBTA RUGGLES BOSTON MA","9.00","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"4/20/2017","Chartwells N","CHARTWELLS N21032537 BOSTON MA","5.50","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/20/2017","Dunkin Donuts","DUNKIN #304355 Q35 BOSTON MA","4.04","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"4/20/2017","Stop & Shop","STOP & SHOP 0075 JAMAICA PLAINMA","6.80","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"4/20/2017","McDonald's","MCDONALD'S F26788 BOSTON MA","9.61","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/20/2017","Lyft","LYFT *RIDE WED 11AM LYFT.COM CA","3.11","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"4/20/2017","Bank Of America","ATM 0420 1141 517558 BANK OF AME ATM 0420 1141 517558 BANK OF AMERICA         JAMAICA PLAINMA","103.00","debit","Financial","eChecking","",""
"4/20/2017","Bank Of America","ATM 0420 1138 516707 BANK OF AME ATM 0420 1138 516707 BANK OF AMERICA         JAMAICA PLAINMA","103.00","debit","Financial","eChecking","",""
"4/19/2017","Rasi Associates Inc","RASI ASSOCIATES INC. BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"4/19/2017","Chartwells N","CHARTWELLS N21032842 BOSTON MA","4.30","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/19/2017","Nu Chart Sweet","NU CHART SWEET28259596 BOSTON MA","7.30","debit","Uncategorized","Costco Anywhere Visa® Card by Citi","",""
"4/19/2017","Lyft","LYFT *RIDE TUE 11PM LYFT.COM CA","4.08","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"4/19/2017","7-Eleven","7-ELEVEN 37526 BOSTON MA","1.39","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/19/2017","Revelator Coffee Comp","SQ *REVELATOR COFFEE COMPBoston MA","3.19","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"4/18/2017","Qdoba Mexican Grill","QDOBA MEXICAN GRILL 207 BOSTON MA","8.35","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/18/2017","Chartwells N","CHARTWELLS N21032537 BOSTON MA","5.50","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/18/2017","Hopewell Bar Kitche","THE HOPEWELL BAR & KITCHEAllston MA","12.77","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"4/18/2017","Chartwells N","CHARTWELLS N21032537 BOSTON MA","2.95","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/18/2017","Il Mondo Pizza & Subs","IL MONDO PIZZA BOSTON MA","7.79","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/18/2017","Hopewell Bar Kitche","THE HOPEWELL BAR & KITCHEAllston MA","11.70","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"4/18/2017","McDonald's","MCDONALD'S F26788 BOSTON MA","3.63","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/18/2017","Wollaston's","WOLLASTON'S MARINO BOSTON MA","1.49","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/17/2017","Chartwells N","CHARTWELLS N21032842 BOSTON MA","3.04","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/17/2017","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","6.45","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/17/2017","Wollaston's","WOLLASTON'S MARINO BOSTON MA","2.03","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/17/2017","CVS","CVS/PHARMACY #01259 BOSTON MA","11.10","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"4/17/2017","Tst Tatte Bakery","TST* TATTE BAKERY CHARLESBOSTON MA","7.49","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/17/2017","Nayax Llc","NAYAX LLC 7 HUNT VALLEY MD","1.35","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/17/2017","ATM Cardtronics Ccs","ATM 0414 1951 871255 Cardtronics ATM 0414 1951 871255 Cardtronics CCS         ALLSTON      MA","60.00","debit","Cash & ATM","eChecking","",""
"4/16/2017","Chilacates","CHILACATES JAMAICA PLAINMA","11.34","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"4/16/2017","Beacon Hill Wine & Spirits","BEACON HILL WINE & SPIRITBOSTON MA","8.99","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"4/16/2017","Wollaston's West Village","WOLLASTON'S WEST VI BOSTON MA","3.32","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"4/16/2017","Deep Ellum","TST* DEEP ELLUM ALLSTON MA","72.27","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"4/15/2017","Bfresh","BFRESH 4100 ALLSTON MA","6.41","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"4/15/2017","Dunkin Donuts","DUNKIN #350509 Q35 BOSTON MA","2.94","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"4/15/2017","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","25.38","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"4/15/2017","Lyft","LYFT *RIDE SAT 12AM LYFT.COM CA","11.78","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"4/15/2017","RadioShack","RADIOSHACK COR00110213 BOSTON MA","11.16","debit","Electronics & Software","Costco Anywhere Visa® Card by Citi","",""
"4/15/2017","Mbta Hynes Convtn","MBTA HYNES CONVTN BOSTON MA","9.00","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"4/15/2017","McDonald's","MCDONALD'S F26788 BOSTON MA","2.68","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/14/2017","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","0.95","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/14/2017","Bonchon","BONCHON ALLSTON MA","22.85","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/14/2017","Dunkin Donuts","DUNKIN #341489 Q35 BOSTON MA","10.32","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"4/14/2017","CVS","CVS/PHARMACY #01259 BOSTON MA","16.66","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"4/14/2017","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   170411","1066.01","credit","Paycheck","eChecking","",""
"4/13/2017","Chartwells N","CHARTWELLS N21032842 BOSTON MA","2.79","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/13/2017","Berklee Bosconserv Tix","BERKLEE BOSCONSERV TIX 195-630-4444 MA","10.50","debit","Uncategorized","Costco Anywhere Visa® Card by Citi","",""
"4/13/2017","Wollaston's","WOLLASTON'S MARINO BOSTON MA","2.03","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/12/2017","Chartwells N","CHARTWELLS N21032842 BOSTON MA","4.04","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
